0	0.00884074
1	0.00884074
2	0.00884074
3	0.00127852
4	0.00127852
5	0.00127852
6	0.000228204
7	0.000228204
8	0.000228204
9	3.57903e-05
10	3.57903e-05
11	3.57903e-05
12	4.43387e-06
13	4.43387e-06
14	4.43387e-06
15	4.13787e-07
16	4.13787e-07
17	4.13787e-07
18	2.83635e-08
19	2.83635e-08
20	2.83635e-08
21	1.40661e-09
22	1.40661e-09
23	1.40661e-09
24	0.00368314
25	0.00368314
26	0.000852232
27	0.000852232
28	0.00017113
29	0.00017113
30	2.8067e-05
31	2.8067e-05
32	3.55229e-06
33	3.55229e-06
34	3.35458e-07
35	3.35458e-07
36	2.31604e-08
37	2.31604e-08
38	0.000852232
39	0.000852232
40	0.000308118
41	0.000308118
42	7.61487e-05
43	7.61487e-05
44	1.38005e-05
45	1.38005e-05
46	1.84231e-06
47	1.84231e-06
48	1.79498e-07
49	1.79498e-07
50	1.26392e-08
51	1.26392e-08
52	0.00017113
53	0.00017113
54	7.61487e-05
55	7.61487e-05
56	2.20868e-05
57	2.20868e-05
58	4.43387e-06
59	4.43387e-06
60	6.31076e-07
61	6.31076e-07
62	6.40774e-08
63	6.40774e-08
64	4.63838e-09
65	4.63838e-09
66	2.8067e-05
67	2.8067e-05
68	1.38005e-05
69	1.38005e-05
70	4.43387e-06
71	4.43387e-06
72	9.65808e-07
73	9.65808e-07
74	1.45913e-07
75	1.45913e-07
76	1.54608e-08
77	1.54608e-08
78	3.55229e-06
79	3.55229e-06
80	1.84231e-06
81	1.84231e-06
82	6.31076e-07
83	6.31076e-07
84	1.45913e-07
85	1.45913e-07
86	2.31604e-08
87	2.31604e-08
88	2.55119e-09
89	2.55119e-09
90	3.35458e-07
91	3.35458e-07
92	1.79498e-07
93	1.79498e-07
94	6.40774e-08
95	6.40774e-08
96	1.54608e-08
97	1.54608e-08
98	2.55119e-09
99	2.55119e-09
100	2.31604e-08
101	2.31604e-08
102	1.26392e-08
103	1.26392e-08
104	4.63838e-09
105	4.63838e-09
106	0.00368314
107	0.00368314
108	0.000852232
109	0.000852232
110	0.00017113
111	0.00017113
112	2.8067e-05
113	2.8067e-05
114	3.55229e-06
115	3.55229e-06
116	3.35458e-07
117	3.35458e-07
118	2.31604e-08
119	2.31604e-08
120	0.000852232
121	0.000852232
122	0.000308118
123	0.000308118
124	7.61487e-05
125	7.61487e-05
126	1.38005e-05
127	1.38005e-05
128	1.84231e-06
129	1.84231e-06
130	1.79498e-07
131	1.79498e-07
132	1.26392e-08
133	1.26392e-08
134	0.00017113
135	0.00017113
136	7.61487e-05
137	7.61487e-05
138	2.20868e-05
139	2.20868e-05
140	4.43387e-06
141	4.43387e-06
142	6.31076e-07
143	6.31076e-07
144	6.40774e-08
145	6.40774e-08
146	4.63838e-09
147	4.63838e-09
148	2.8067e-05
149	2.8067e-05
150	1.38005e-05
151	1.38005e-05
152	4.43387e-06
153	4.43387e-06
