0	0.5	0.866025
0	0.5	-0.866025
0	0.5	0.866025
0	0.5	-0.866025
0	0.5	0.866025
0	0.5	-0.866025
1	0.5	0.866025
1	0.5	0.866025
1	-1	1.22465e-16
1	-1	1.22465e-16
1	0.5	-0.866025
1	0.5	-0.866025
2	-1	1.22465e-16
2	-1	1.22465e-16
2	-1	1.22465e-16
2	-1	1.22465e-16
2	-1	1.22465e-16
2	-1	1.22465e-16
3	-0.5	0.866025
3	-0.5	-0.866025
3	-0.5	0.866025
3	-0.5	-0.866025
3	-0.5	0.866025
3	-0.5	-0.866025
4	-0.5	0.866025
4	-0.5	0.866025
4	1	-2.44929e-16
4	1	-2.44929e-16
4	-0.5	-0.866025
4	-0.5	-0.866025
5	1	-2.44929e-16
5	1	-2.44929e-16
5	1	-2.44929e-16
5	1	-2.44929e-16
5	1	-2.44929e-16
5	1	-2.44929e-16
6	-1	3.88578e-16
6	-1	2.27596e-15
6	-1	3.88578e-16
6	-1	2.27596e-15
6	-1	3.88578e-16
6	-1	2.27596e-15
7	-1	3.88578e-16
7	-1	3.88578e-16
7	-1	3.67394e-16
7	-1	3.67394e-16
7	-1	2.27596e-15
7	-1	2.27596e-15
8	-1	3.67394e-16
8	-1	3.67394e-16
8	-1	3.67394e-16
8	-1	3.67394e-16
8	-1	3.67394e-16
8	-1	3.67394e-16
9	-0.5	-0.866025
9	-0.5	0.866025
9	-0.5	-0.866025
9	-0.5	0.866025
9	-0.5	-0.866025
9	-0.5	0.866025
10	-0.5	-0.866025
10	-0.5	-0.866025
10	1	-4.89859e-16
10	1	-4.89859e-16
10	-0.5	0.866025
10	-0.5	0.866025
11	1	-4.89859e-16
11	1	-4.89859e-16
11	1	-4.89859e-16
11	1	-4.89859e-16
11	1	-4.89859e-16
11	1	-4.89859e-16
12	0.5	-0.866025
12	0.5	0.866025
12	0.5	-0.866025
12	0.5	0.866025
12	0.5	-0.866025
12	0.5	0.866025
13	0.5	-0.866025
13	0.5	-0.866025
13	-1	6.12323e-16
13	-1	6.12323e-16
13	0.5	0.866025
13	0.5	0.866025
14	-1	6.12323e-16
14	-1	6.12323e-16
14	-1	6.12323e-16
14	-1	6.12323e-16
14	-1	6.12323e-16
14	-1	6.12323e-16
15	1	-8.88178e-16
15	1	-4.60743e-15
15	1	-8.88178e-16
15	1	-4.60743e-15
15	1	-8.88178e-16
15	1	-4.60743e-15
16	1	-8.88178e-16
16	1	-8.88178e-16
16	1	-7.34788e-16
16	1	-7.34788e-16
16	1	-4.60743e-15
16	1	-4.60743e-15
17	1	-7.34788e-16
17	1	-7.34788e-16
17	1	-7.34788e-16
17	1	-7.34788e-16
17	1	-7.34788e-16
17	1	-7.34788e-16
18	0.5	0.866025
18	0.5	-0.866025
18	0.5	0.866025
18	0.5	-0.866025
18	0.5	0.866025
18	0.5	-0.866025
19	0.5	0.866025
19	0.5	0.866025
19	-1	8.57253e-16
19	-1	8.57253e-16
19	0.5	-0.866025
19	0.5	-0.866025
20	-1	8.57253e-16
20	-1	8.57253e-16
20	-1	8.57253e-16
20	-1	8.57253e-16
20	-1	8.57253e-16
20	-1	8.57253e-16
21	-0.5	0.866025
21	-0.5	-0.866025
21	-0.5	0.866025
21	-0.5	-0.866025
21	-0.5	0.866025
21	-0.5	-0.866025
22	-0.5	0.866025
22	-0.5	0.866025
22	1	-9.79717e-16
22	1	-9.79717e-16
22	-0.5	-0.866025
22	-0.5	-0.866025
23	1	-9.79717e-16
23	1	-9.79717e-16
23	1	-9.79717e-16
23	1	-9.79717e-16
23	1	-9.79717e-16
23	1	-9.79717e-16
24	-0.5	0.866025
24	1	-8.88178e-16
24	-0.5	-0.866025
24	-0.5	0.866025
24	1	-8.88178e-16
24	-0.5	-0.866025
25	1	0
25	-0.5	-0.866025
25	-0.5	-0.866025
25	-0.5	0.866025
25	-0.5	0.866025
25	1	0
26	-1	3.88578e-16
26	0.5	0.866025
26	0.5	0.866025
26	0.5	-0.866025
26	0.5	-0.866025
26	-1	2.27596e-15
27	0.5	-0.866025
27	-1	4.996e-16
27	0.5	0.866025
27	0.5	-0.866025
27	-1	-1.38778e-15
27	0.5	0.866025
28	-0.5	-0.866025
28	-0.5	0.866025
28	-0.5	-0.866025
28	-0.5	0.866025
28	-0.5	-0.866025
28	-0.5	0.866025
29	-0.5	-0.866025
29	-0.5	0.866025
29	-0.5	-0.866025
29	-0.5	0.866025
29	-0.5	-0.866025
29	-0.5	0.866025
30	0.5	-0.866025
30	-1	1.27676e-15
30	0.5	0.866025
30	0.5	-0.866025
30	-1	3.21965e-15
30	0.5	0.866025
31	-1	-3.88578e-16
31	0.5	0.866025
31	0.5	0.866025
31	0.5	-0.866025
31	0.5	-0.866025
31	-1	-2.33147e-15
32	1	-8.88178e-16
32	-0.5	-0.866025
32	-0.5	-0.866025
32	-0.5	0.866025
32	-0.5	0.866025
32	1	-4.60743e-15
33	-0.5	0.866025
33	1	0
33	-0.5	-0.866025
33	-0.5	0.866025
33	1	3.71925e-15
33	-0.5	-0.866025
34	0.5	0.866025
34	0.5	-0.866025
34	0.5	0.866025
34	0.5	-0.866025
34	0.5	0.866025
34	0.5	-0.866025
35	0.5	0.866025
35	0.5	-0.866025
35	0.5	0.866025
35	0.5	-0.866025
35	0.5	0.866025
35	0.5	-0.866025
36	-0.5	0.866025
36	1	-1.77636e-15
36	-0.5	-0.866025
36	-0.5	0.866025
36	1	-5.55112e-15
36	-0.5	-0.866025
37	1	8.88178e-16
37	-0.5	-0.866025
37	-0.5	-0.866025
37	-0.5	0.866025
37	-0.5	0.866025
37	1	4.66294e-15
38	-1	3.88578e-16
38	0.5	-0.866025
38	0.5	-0.866025
38	0.5	0.866025
38	0.5	0.866025
38	-1	2.27596e-15
39	0.5	0.866025
39	-1	1.38778e-15
39	0.5	-0.866025
39	0.5	0.866025
39	-1	-4.996e-16
39	0.5	-0.866025
40	-0.5	-0.866025
40	1	-1.77636e-15
40	-0.5	0.866025
40	-0.5	-0.866025
40	1	-1.77636e-15
40	-0.5	0.866025
41	1	0
41	-0.5	0.866025
41	-0.5	0.866025
41	-0.5	-0.866025
41	-0.5	-0.866025
41	1	0
42	0.5	-0.866025
42	0.5	0.866025
42	0.5	-0.866025
42	0.5	0.866025
42	0.5	-0.866025
42	0.5	0.866025
43	0.5	-0.866025
43	0.5	0.866025
43	0.5	-0.866025
43	0.5	0.866025
43	0.5	-0.866025
43	0.5	0.866025
44	1	-7.77156e-16
44	-0.5	0.866025
44	-0.5	0.866025
44	-0.5	-0.866025
44	-0.5	-0.866025
44	1	-4.60743e-15
45	-0.5	-0.866025
45	1	-9.99201e-16
45	-0.5	0.866025
45	-0.5	-0.866025
45	1	2.83107e-15
45	-0.5	0.866025
46	0.5	0.866025
46	-1	2.27596e-15
46	0.5	-0.866025
46	0.5	0.866025
46	-1	4.10783e-15
46	0.5	-0.866025
47	-1	-4.996e-16
47	0.5	-0.866025
47	0.5	-0.866025
47	0.5	0.866025
47	0.5	0.866025
47	-1	-2.33147e-15
48	-0.5	0.866025
48	-0.5	-0.866025
48	-0.5	0.866025
48	-0.5	-0.866025
48	-0.5	0.866025
48	-0.5	-0.866025
49	-0.5	0.866025
49	-0.5	-0.866025
49	-0.5	0.866025
49	-0.5	-0.866025
49	-0.5	0.866025
49	-0.5	-0.866025
50	-1	1.27676e-15
50	0.5	-0.866025
50	0.5	-0.866025
50	0.5	0.866025
50	0.5	0.866025
50	-1	6.93889e-15
51	0.5	0.866025
51	-1	4.996e-16
51	0.5	-0.866025
51	0.5	0.866025
51	-1	-5.16254e-15
51	0.5	-0.866025
52	-0.5	-0.866025
52	-0.5	-0.866025
52	1	-5.11043e-16
52	1	-2.39842e-15
52	-0.5	0.866025
52	-0.5	0.866025
53	-0.5	0.866025
