0	0.000151978
1	0.245189
2	0.117245
3	-2.40256
4	-0.332312
5	-0.472726
6	-0.155553
7	1.0684
8	4.88432
9	0.000388583
10	-3.91434
11	-3.13749
12	-0.718591
13	-0.163283
14	-2.56097
15	-1.46452
16	-2.01837
17	2.43756
18	-6.8974e-05
19	2.89387
20	4.03103
21	3.53575
22	1.1873
23	0.0484885
24	-2.06225
25	-0.929058
26	3.58823
27	-8.99614e-05
28	1.06088
29	-1.19744
30	2.78217
31	0.0155628
32	-1.10241
33	-4.10391
34	-5.42659
35	0.670045
36	-0.000540543
37	3.51488
38	-2.92758
39	-0.48264
40	-1.52398
41	0.602776
42	4.46782
43	2.46075
44	1.49951
45	-0.000247116
46	-1.18614
47	-3.07236
48	-3.03111
49	-0.259534
50	0.275307
51	-0.297676
52	-3.64667
53	-5.11495
54	-0.728964
55	-2.76041
56	5.27364
57	-4.99435
58	-0.349703
59	3.97529
60	-5.80064
61	1.95631
62	0.270581
63	0.55125
64	-2.05223
65	-3.77233
66	-6.64415
67	0.578597
68	6.22674
69	4.42276
70	2.11556
71	-0.907989
72	1.94663
73	0.39414
74	0.351853
75	-1.08235
76	0.843584
77	1.11837
78	-0.52085
79	-1.68437
80	-1.98286
81	0.095358
82	-2.50658
83	-3.53108
84	-3.04118
85	0.211421
86	3.54988
87	3.34314
88	2.27036
89	0.32036
90	3.51155
91	2.16124
92	-0.995939
93	1.7692
94	-0.209044
95	-2.47531
96	0.419561
97	-1.8026
98	-2.8968
99	-1.4741
100	1.88288
101	4.8116
102	5.26731
103	-0.830263
104	-6.31838
105	-3.14432
106	-0.315999
107	1.53452
108	-4.48693
109	0.13295
110	0.191926
111	-0.688158
112	0.314751
113	2.24332
114	-0.866032
115	1.04873
116	-0.000455153
117	-1.48031
118	2.20458
119	1.14046
120	2.7702
121	1.16073
122	0.943518
123	3.66447
124	3.21292
125	-0.000308873
126	-2.48379
127	1.32423
128	2.09876
129	-0.759311
130	-1.49687
131	-3.71589
132	-4.4791
133	-4.85736
134	0.000501321
135	-0.238341
136	4.92753
137	4.02343
138	1.54023
139	0.373392
140	-2.18689
141	1.57235
142	-1.15449
143	0.000190324
144	-1.96095
145	-2.92032
146	-3.26926
147	0.127716
148	-0.685982
149	-0.278342
150	3.78083
151	-2.19189
152	0.000253317
153	4.50326
154	2.94337
155	0.151607
156	-0.493069
157	-0.0248665
158	4.14611
159	3.66586
160	-0.352854
161	0.000532747
162	-0.000107235
163	-1.37062
164	-2.30309
165	3.03972
166	9.7121
167	5.61156
168	3.68952
169	-1.60609
170	-3.98306
171	-0.000333962
172	-0.40342
173	-3.26537
174	-2.6965
175	2.42882
176	-3.53012
177	3.73062
178	2.24706
179	-1.67128
180	-0.000164393
181	1.1247
182	-0.987186
183	0.128732
184	1.34338
185	-4.41921
186	-2.92277
187	1.05541
188	1.51519
189	0.000553153
190	-0.620974
191	-0.911775
192	3.44454
193	0.501614
194	-6.94328
195	-4.58294
196	2.10595
197	2.37985
198	3.56131e-05
199	-0.131005
200	-0.505064
201	0.0515652
202	-1.50573
203	-2.20599
204	-1.29846
205	2.93935
206	-0.0523412
207	-0.560166
208	1.12811
209	1.68641
210	4.23368
211	-0.211534
212	-3.74843
213	0.857591
214	-0.25207
215	-0.561475
216	0.774816
217	-0.387138
218	-3.03824
219	2.28775
220	-0.541057
221	-3.11826
222	2.38597
223	0.624317
224	-0.8308
225	2.79641
226	2.61992
227	-1.74093
228	-1.07769
229	-0.0618853
230	1.36311
231	2.3421
232	-2.1428
233	-2.86005
234	3.64233
235	3.46783
236	-4.42703
237	-4.3264
238	0.278578
239	4.74538
240	4.94305
241	-2.40427
242	-4.25667
243	-1.70941
244	0.408882
245	-4.13521
246	1.74176
247	0.31418
248	-1.52431
249	4.77741
250	-1.22675
251	0.482843
252	2.09021
253	0.927585
254	-2.54303
255	-3.72075
256	-8.3752
257	-3.08506
258	1.76012
259	0.15949
260	0.000246587
261	1.40845
262	-1.66495
263	-3.60039
264	2.96876
265	-2.3877
266	2.534
267	3.29673
268	1.3301
269	0.000133199
270	-1.24455
271	-1.2247
272	2.08412
273	4.17192
274	0.117611
275	0.802351
276	0.515448
277	-0.826723
278	-8.99769e-05
279	-2.75703
280	-2.41613
281	3.85325
282	5.94607
283	-0.693419
284	-4.14399
285	0.756766
286	0.462487
287	-0.00047936
288	1.30101
289	-1.54702
290	1.37034
291	1.5757
292	0.322247
293	-0.529488
294	1.93113
295	1.58782
296	-0.000580741
297	0.000294827
298	-0.654108
299	2.89523
300	2.50101
301	2.27283
302	1.84842
303	-2.5262
304	-0.650943
305	2.5526
306	0.000579458
307	-4.81307
308	-6.56125
309	-3.22463
310	-2.62642
311	-2.12346
312	-3.22487
313	-4.49085
314	-0.0298916
315	0.000129493
316	3.98024
317	-1.02288
318	-1.50657
319	2.59207
320	9.44999
321	5.17279
322	1.76208
323	6.50757
324	0.000238113
325	-0.954404
326	2.94316
327	-2.25077
328	-2.73748
329	0.770163
330	-2.64557
331	-4.1329
332	-4.69096
333	0.000153561
334	-0.00312608
335	4.68557
336	0.471238
337	0.37565
338	-0.109971
339	1.25535
340	1.29143
341	-1.73539
342	1.10669
343	2.68191
344	-3.32236
345	1.43515
346	0.121767
347	-1.75623
348	2.19044
349	-2.37934
350	0.538872
351	-3.4292
352	-1.1356
353	-2.54412
354	0.553266
355	0.588202
356	0.25664
357	1.32828
358	0.414357
359	4.16509
360	1.13434
361	1.58093
362	6.01939
363	3.06968
364	-0.424129
365	-2.71109
366	-5.26593
367	-2.74075
368	-2.3296
369	-2.23421
370	-0.148834
371	4.83269
372	-1.85805
373	-0.647323
374	1.95332
375	-2.36096
376	2.24516
377	2.69558
378	-1.42871
379	-1.01888
380	3.82171
381	-0.492211
382	-0.16704
383	1.38965
384	-4.18338
385	2.04674
386	1.50641
387	-1.3757
388	0.234606
389	2.05179
390	-2.06604
391	-2.9711
392	-2.86903
393	-2.20349
394	0.77749
395	-0.000403503
396	-1.34764
397	2.99487
398	3.02668
399	3.57394
400	3.74802
401	3.2005
