LAMMPS data file via write_data, version 26 Jan20 2014, timestep = 10

3822 atoms
7 atom types
642 bonds
2 bond types
321 angles
1 angle types

0.0000000000000000e+00 3.1974000000000000e+01 xlo xhi
0.0000000000000000e+00 3.4079999999999998e+01 ylo yhi
-1.5000000000000000e+02 2.7319999999999999e+02 zlo zhi

Masses

1 67.07
2 15.04
3 57.12
4 144.96
5 12.01
6 12.01
7 1

Pair Coeffs

1 0.61185 4.38
2 0.086042 3.41
3 0.43738 5.04
4 1.1257 5.06
5 0.086 3.4
6 0.086 3.4
7 0 0

Bond Coeffs

1 2500 2.71
2 2500 3.82

Angle Coeffs

1 2500 116

Atoms

1285 5 5 -5.9529599174949061e-04 0.0000000000000000e+00 7.0999997900000000e-01 0.0000000000000000e+00 0 0 0
1286 5 5 -5.7645370422961839e-01 1.2297560139999999e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
1287 5 5 2.5128357793124136e+00 2.4595120279999998e+00 7.0999997900000000e-01 0.0000000000000000e+00 0 0 0
1288 5 5 5.9419324984239053e+00 3.6892680420000001e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
1289 5 5 -8.3000602200394944e+00 4.9190240569999997e+00 7.0999997900000000e-01 0.0000000000000000e+00 0 0 0
1290 5 5 -4.6894551708395769e+00 6.1487800710000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
1291 5 5 4.2418710304303415e+00 7.3785360850000004e+00 7.0999997900000000e-01 0.0000000000000000e+00 0 0 0
1292 5 5 5.1428432126598249e+00 8.6082920989999998e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
1293 5 5 -2.7532916589777017e+00 9.8380481129999993e+00 7.0999997900000000e-01 0.0000000000000000e+00 0 0 0
1312 5 5 7.1982374813685896e-04 0.0000000000000000e+00 2.1299999359999999e+00 0.0000000000000000e+00 0 0 0
1313 5 5 -5.3496951340417738e+00 1.2297560139999999e+00 2.8399999139999998e+00 0.0000000000000000e+00 0 0 0
1314 5 5 3.1588753223756303e+00 2.4595120279999998e+00 2.1299999359999999e+00 0.0000000000000000e+00 0 0 0
1315 5 5 4.1598090258629208e+00 3.6892680420000001e+00 2.8399999139999998e+00 0.0000000000000000e+00 0 0 0
1316 5 5 -1.4974906798164400e-01 4.9190240569999997e+00 2.1299999359999999e+00 0.0000000000000000e+00 0 0 0
1317 5 5 1.4676335098379480e+00 6.1487800710000000e+00 2.8399999139999998e+00 0.0000000000000000e+00 0 0 0
1318 5 5 9.8405079614630198e-01 7.3785360850000004e+00 2.1299999359999999e+00 0.0000000000000000e+00 0 0 0
1319 5 5 1.6031909422203561e-01 8.6082920989999998e+00 2.8399999139999998e+00 0.0000000000000000e+00 0 0 0
1320 5 5 -3.9173528605819983e+00 9.8380481129999993e+00 2.1299999359999999e+00 0.0000000000000000e+00 0 0 0
1339 5 5 -1.0941175686243400e-03 0.0000000000000000e+00 4.9699998499999998e+00 0.0000000000000000e+00 0 0 0
1340 5 5 -1.6094941375916746e-01 1.2297560139999999e+00 4.2599998709999998e+00 0.0000000000000000e+00 0 0 0
1341 5 5 4.5758105143706036e+00 2.4595120279999998e+00 4.9699998499999998e+00 0.0000000000000000e+00 0 0 0
1342 5 5 -5.4230195270757942e-01 3.6892680420000001e+00 4.2599998709999998e+00 0.0000000000000000e+00 0 0 0
1343 5 5 -5.7727727462505793e+00 4.9190240569999997e+00 4.9699998499999998e+00 0.0000000000000000e+00 0 0 0
1344 5 5 -3.7726486912581043e+00 6.1487800710000000e+00 4.2599998709999998e+00 0.0000000000000000e+00 0 0 0
1345 5 5 2.9975195432675568e+00 7.3785360850000004e+00 4.9699998499999998e+00 0.0000000000000000e+00 0 0 0
1346 5 5 1.9361933373621947e+00 8.6082920989999998e+00 4.2599998709999998e+00 0.0000000000000000e+00 0 0 0
1347 5 5 -2.4417813555960008e+00 9.8380481129999993e+00 4.9699998499999998e+00 0.0000000000000000e+00 0 0 0
1366 5 5 -5.6915200511363495e-04 0.0000000000000000e+00 6.3899998069999997e+00 0.0000000000000000e+00 0 0 0
1367 5 5 -1.3715286194479726e+00 1.2297560139999999e+00 7.0999997849999996e+00 0.0000000000000000e+00 0 0 0
1368 5 5 -2.7158227225064419e-01 2.4595120279999998e+00 6.3899998069999997e+00 0.0000000000000000e+00 0 0 0
1369 5 5 1.1485393034385249e+00 3.6892680420000001e+00 7.0999997849999996e+00 0.0000000000000000e+00 0 0 0
1370 5 5 -1.0709454873373730e-01 4.9190240569999997e+00 6.3899998069999997e+00 0.0000000000000000e+00 0 0 0
1371 5 5 3.3609499615779406e+00 6.1487800710000000e+00 7.0999997849999996e+00 0.0000000000000000e+00 0 0 0
1372 5 5 2.2364343925969203e+00 7.3785360850000004e+00 6.3899998069999997e+00 0.0000000000000000e+00 0 0 0
1373 5 5 -6.7795285532226168e-01 8.6082920989999998e+00 7.0999997849999996e+00 0.0000000000000000e+00 0 0 0
1374 5 5 -4.4513373144543431e+00 9.8380481129999993e+00 6.3899998069999997e+00 0.0000000000000000e+00 0 0 0
1393 5 5 -1.0402970577882713e-03 0.0000000000000000e+00 9.2299997210000004e+00 0.0000000000000000e+00 0 0 0
1394 5 5 3.3444912037715300e+00 1.2297560139999999e+00 8.5199997429999996e+00 0.0000000000000000e+00 0 0 0
1395 5 5 -1.0610556917948579e+00 2.4595120279999998e+00 9.2299997210000004e+00 0.0000000000000000e+00 0 0 0
1396 5 5 -2.7204934485146928e+00 3.6892680420000001e+00 8.5199997429999996e+00 0.0000000000000000e+00 0 0 0
1397 5 5 -4.7363354222694447e+00 4.9190240569999997e+00 9.2299997210000004e+00 0.0000000000000000e+00 0 0 0
